port,ship,cruise_line,passengers,arrival_date,arrival_time,departure_time,all_aboard_time,source,source_url,source_checked,notes
hellesylt,MSC Euribia,MSC Cruises,4888,2027-04-27,09:00,21:00,,Manual CSV import,,,All aboard time TBC
hellesylt,MSC Euribia,MSC Cruises,4888,2027-05-04,09:00,21:00,,Manual CSV import,,,All aboard time TBC
hellesylt,MSC Euribia,MSC Cruises,4888,2027-05-11,09:00,21:00,,Manual CSV import,,,All aboard time TBC
hellesylt,MSC Euribia,MSC Cruises,4888,2027-05-18,09:00,21:00,,Manual CSV import,,,All aboard time TBC
hellesylt,Costa Diadema,Costa Cruises,,2027-05-24,08:30,09:30,,Manual CSV import,,,All aboard time TBC
hellesylt,MSC Euribia,MSC Cruises,4888,2027-05-25,09:00,09:45,,Manual CSV import,,,All aboard time TBC
hellesylt,MSC Euribia,MSC Cruises,4888,2027-06-01,09:00,09:45,,Manual CSV import,,,All aboard time TBC
hellesylt,Mein Schiff 1,TUI Cruises,,2027-06-04,19:30,20:30,,Manual CSV import,,,All aboard time TBC
hellesylt,Costa Diadema,Costa Cruises,,2027-06-07,08:30,09:30,,Manual CSV import,,,All aboard time TBC
hellesylt,MSC Euribia,MSC Cruises,4888,2027-06-08,09:00,09:45,,Manual CSV import,,,All aboard time TBC
hellesylt,Iona,P&O Cruises,5200,2027-06-09,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
hellesylt,Artania,Phoenix Reisen,1260,2027-06-10,07:00,09:00,,Manual CSV import,,,All aboard time TBC
hellesylt,Costa Diadema,Costa Cruises,,2027-06-14,08:30,09:30,,Manual CSV import,,,All aboard time TBC
hellesylt,Star Pride,Windstar Cruises,,2027-07-02,15:00,18:00,,Manual CSV import,,,All aboard time TBC
hellesylt,Mein Schiff Relax,TUI Cruises,2894,2027-07-03,19:30,20:30,,Manual CSV import,,,All aboard time TBC
hellesylt,Costa Diadema,Costa Cruises,,2027-07-05,08:30,09:30,,Manual CSV import,,,All aboard time TBC
hellesylt,MSC Euribia,MSC Cruises,4888,2027-07-06,09:00,09:45,,Manual CSV import,,,All aboard time TBC
hellesylt,Iona,P&O Cruises,5200,2027-07-07,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
hellesylt,Mein Schiff Relax,TUI Cruises,2894,2027-07-11,20:00,21:00,,Manual CSV import,,,All aboard time TBC
hellesylt,Costa Diadema,Costa Cruises,,2027-08-02,08:30,09:30,,Manual CSV import,,,All aboard time TBC
hellesylt,Disney Wish,Disney Cruise Line,,2027-08-02,11:00,20:00,,Manual CSV import,,,All aboard time TBC
hellesylt,MSC Euribia,MSC Cruises,4888,2027-08-03,09:00,09:45,,Manual CSV import,,,All aboard time TBC
hellesylt,Norwegian Prima,Norwegian Cruise Line,3218,2027-08-03,10:45,18:00,,Manual CSV import,,,All aboard time TBC
hellesylt,Iona,P&O Cruises,5200,2027-08-04,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
hellesylt,Costa Favolosa,Costa Cruises,3800,2027-08-06,08:30,09:30,,Manual CSV import,,,All aboard time TBC
hellesylt,Mein Schiff Relax,TUI Cruises,2894,2027-08-07,19:30,20:30,,Manual CSV import,,,All aboard time TBC
hellesylt,Costa Diadema,Costa Cruises,,2027-08-09,08:30,09:30,,Manual CSV import,,,All aboard time TBC
hellesylt,Mein Schiff Relax,TUI Cruises,2894,2027-09-01,19:30,20:30,,Manual CSV import,,,All aboard time TBC
hellesylt,Iona,P&O Cruises,5200,2027-09-01,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
hellesylt,Arvia,P&O Cruises,5200,2027-09-02,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
hellesylt,Costa Diadema,Costa Cruises,,2027-09-06,08:30,09:30,,Manual CSV import,,,All aboard time TBC
hellesylt,MSC Euribia,MSC Cruises,4888,2027-09-07,09:00,09:45,,Manual CSV import,,,All aboard time TBC
hellesylt,Artania,Phoenix Reisen,1260,2027-09-12,18:00,23:00,,Manual CSV import,,,All aboard time TBC
hellesylt,MSC Euribia,MSC Cruises,4888,2027-09-14,09:00,09:45,,Manual CSV import,,,All aboard time TBC
hellesylt,MSC Euribia,MSC Cruises,4888,2027-10-05,09:00,21:00,,Manual CSV import,,,All aboard time TBC
