port,ship,cruise_line,passengers,arrival_date,arrival_time,departure_time,all_aboard_time,source,source_url,source_checked,notes
eidfjord,AIDAperla,AIDA,,2028-03-06,09:00,19:00,,Manual CSV import,,,All aboard time TBC
eidfjord,AIDAperla,AIDA,,2028-04-03,09:00,19:00,,Manual CSV import,,,All aboard time TBC
eidfjord,AIDAdiva,AIDA,2050,2028-04-27,09:00,17:00,,Manual CSV import,,,All aboard time TBC
eidfjord,Zuiderdam,Holland America Line,,2028-05-01,08:00,17:00,,Manual CSV import,,,All aboard time TBC
eidfjord,Ambience,Ambassador Cruise Line,1400,2028-05-04,13:00,20:00,,Manual CSV import,,,All aboard time TBC
eidfjord,Viking Libra,Viking,,2028-05-07,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
eidfjord,Rotterdam,Holland America Line,2668,2028-05-10,08:00,17:00,,Manual CSV import,,,All aboard time TBC
eidfjord,AIDAdiva,AIDA,2050,2028-05-11,09:00,17:00,,Manual CSV import,,,All aboard time TBC
eidfjord,Aurora,P&O Cruises,,2028-06-02,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
eidfjord,Viking Vesta,Viking,,2028-06-03,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
eidfjord,Zuiderdam,Holland America Line,,2028-06-05,08:00,17:00,,Manual CSV import,,,All aboard time TBC
eidfjord,Ambience,Ambassador Cruise Line,1400,2028-06-07,07:00,18:00,,Manual CSV import,,,All aboard time TBC
eidfjord,AIDAdiva,AIDA,2050,2028-06-08,09:00,17:00,,Manual CSV import,,,All aboard time TBC
eidfjord,Viking Vesta,Viking,,2028-07-01,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
eidfjord,Seven Seas Voyager,Regent Seven Seas,,2028-07-04,07:00,16:00,,Manual CSV import,,,All aboard time TBC
eidfjord,Silver Spirit,Silversea,608,2028-07-06,08:00,18:00,,Manual CSV import,,,All aboard time TBC
eidfjord,AIDAdiva,AIDA,2050,2028-07-06,09:00,17:00,,Manual CSV import,,,All aboard time TBC
eidfjord,Ambience,Ambassador Cruise Line,1400,2028-07-10,13:00,21:00,,Manual CSV import,,,All aboard time TBC
eidfjord,Rotterdam,Holland America Line,2668,2028-07-11,08:00,16:00,,Manual CSV import,,,All aboard time TBC
eidfjord,Zuiderdam,Holland America Line,,2028-08-02,09:00,18:00,,Manual CSV import,,,All aboard time TBC
eidfjord,Viking Saturn,Viking,998,2028-08-02,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
eidfjord,Viking Saturn,Viking,998,2028-08-04,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
eidfjord,AIDAdiva,AIDA,2050,2028-08-17,09:00,17:00,,Manual CSV import,,,All aboard time TBC
eidfjord,Rotterdam,Holland America Line,2668,2028-09-12,08:00,16:00,,Manual CSV import,,,All aboard time TBC
eidfjord,Viking Saturn,Viking,998,2028-09-13,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
eidfjord,Viking Libra,Viking,,2028-09-20,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
eidfjord,AIDAperla,AIDA,,2028-09-25,09:00,19:00,,Manual CSV import,,,All aboard time TBC
eidfjord,Rotterdam,Holland America Line,2668,2028-09-27,08:00,17:00,,Manual CSV import,,,All aboard time TBC
eidfjord,AIDAperla,AIDA,,2028-10-05,09:00,18:00,,Manual CSV import,,,All aboard time TBC
eidfjord,AIDAsol,AIDA,,2028-10-12,09:00,17:00,,Manual CSV import,,,All aboard time TBC
eidfjord,AIDAperla,AIDA,,2028-10-23,09:00,19:00,,Manual CSV import,,,All aboard time TBC
eidfjord,AIDAsol,AIDA,,2028-10-26,09:00,17:00,,Manual CSV import,,,All aboard time TBC
