port,ship,cruise_line,passengers,arrival_date,arrival_time,departure_time,all_aboard_time,source,source_url,source_checked,notes
geiranger,AIDAprima,AIDA,3376,2027-05-05,11:00,20:00,,Manual CSV import,,,All aboard time TBC
geiranger,Spirit Of Discovery,Saga Cruises,999,2027-05-07,08:00,17:00,,Manual CSV import,,,All aboard time TBC
geiranger,Celebrity Apex,Celebrity Cruises,2910,2027-05-10,10:00,19:00,,Manual CSV import,,,All aboard time TBC
geiranger,AIDAprima,AIDA,3376,2027-05-12,11:00,21:00,,Manual CSV import,,,All aboard time TBC
geiranger,AIDAnova,AIDA,5200,2027-05-19,07:00,16:00,,Manual CSV import,,,All aboard time TBC
geiranger,Costa Diadema,Costa Cruises,,2027-05-24,11:30,19:30,,Manual CSV import,,,All aboard time TBC
geiranger,MSC Euribia,MSC Cruises,4888,2027-06-01,12:00,21:00,,Manual CSV import,,,All aboard time TBC
geiranger,Amadea,Phoenix Reisen,620,2027-06-02,09:00,18:00,,Manual CSV import,,,All aboard time TBC
geiranger,AIDAprima,AIDA,3376,2027-06-02,11:00,21:00,,Manual CSV import,,,All aboard time TBC
geiranger,Mein Schiff 1,TUI Cruises,,2027-06-04,08:00,18:00,,Manual CSV import,,,All aboard time TBC
geiranger,Costa Diadema,Costa Cruises,,2027-06-07,11:30,19:30,,Manual CSV import,,,All aboard time TBC
geiranger,MSC Euribia,MSC Cruises,4888,2027-06-08,12:00,21:00,,Manual CSV import,,,All aboard time TBC
geiranger,Celebrity Apex,Celebrity Cruises,2910,2027-06-09,08:00,16:00,,Manual CSV import,,,All aboard time TBC
geiranger,Norwegian Prima,Norwegian Cruise Line,3218,2027-07-02,08:00,22:00,,Manual CSV import,,,All aboard time TBC
geiranger,Star Pride,Windstar Cruises,,2027-07-02,08:00,12:00,,Manual CSV import,,,All aboard time TBC
geiranger,Mein Schiff Relax,TUI Cruises,2894,2027-07-03,08:00,18:00,,Manual CSV import,,,All aboard time TBC
geiranger,Costa Diadema,Costa Cruises,,2027-07-05,11:30,19:30,,Manual CSV import,,,All aboard time TBC
geiranger,Viking Libra,Viking,,2027-07-05,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
geiranger,MSC Euribia,MSC Cruises,4888,2027-07-06,12:00,21:00,,Manual CSV import,,,All aboard time TBC
geiranger,Costa Diadema,Costa Cruises,,2027-08-02,11:30,19:30,,Manual CSV import,,,All aboard time TBC
geiranger,MSC Euribia,MSC Cruises,4888,2027-08-03,12:00,21:00,,Manual CSV import,,,All aboard time TBC
geiranger,Viking Mira,Viking,998,2027-08-03,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
geiranger,AIDAprima,AIDA,3376,2027-08-04,11:00,21:00,,Manual CSV import,,,All aboard time TBC
geiranger,Renaissance,CFC Croisieres,1100,2027-08-05,08:00,18:00,,Manual CSV import,,,All aboard time TBC
geiranger,Costa Favolosa,Costa Cruises,3800,2027-08-06,11:30,20:00,,Manual CSV import,,,All aboard time TBC
geiranger,Mein Schiff Relax,TUI Cruises,2894,2027-08-07,08:00,18:00,,Manual CSV import,,,All aboard time TBC
geiranger,Mein Schiff Relax,TUI Cruises,2894,2027-09-01,08:00,18:00,,Manual CSV import,,,All aboard time TBC
geiranger,Norwegian Prima,Norwegian Cruise Line,3218,2027-09-03,08:00,22:00,,Manual CSV import,,,All aboard time TBC
geiranger,Ambience,Ambassador Cruise Line,1400,2027-09-04,08:00,18:00,,Manual CSV import,,,All aboard time TBC
geiranger,AIDAprima,AIDA,3376,2027-09-05,11:00,21:00,,Manual CSV import,,,All aboard time TBC
geiranger,Costa Diadema,Costa Cruises,,2027-09-06,11:30,19:30,,Manual CSV import,,,All aboard time TBC
geiranger,MSC Euribia,MSC Cruises,4888,2027-09-07,12:00,21:00,,Manual CSV import,,,All aboard time TBC
geiranger,AIDAnova,AIDA,5200,2027-09-08,07:00,16:00,,Manual CSV import,,,All aboard time TBC
geiranger,AIDAprima,AIDA,3376,2027-10-04,11:00,21:00,,Manual CSV import,,,All aboard time TBC
