port,ship,cruise_line,passengers,arrival_date,arrival_time,departure_time,all_aboard_time,source,source_url,source_checked,notes
stavanger,AIDAnova,AIDA,5200,2028-02-01,08:00,18:00,,Manual CSV import,,,All aboard time TBC
stavanger,AIDAperla,AIDA,,2028-02-08,08:00,18:00,,Manual CSV import,,,All aboard time TBC
stavanger,AIDAnova,AIDA,5200,2028-02-15,08:00,18:00,,Manual CSV import,,,All aboard time TBC
stavanger,AIDAperla,AIDA,,2028-02-22,08:00,18:00,,Manual CSV import,,,All aboard time TBC
stavanger,AIDAperla,AIDA,,2028-03-09,10:00,20:00,,Manual CSV import,,,All aboard time TBC
stavanger,AIDAnova,AIDA,5200,2028-03-14,08:00,18:00,,Manual CSV import,,,All aboard time TBC
stavanger,Majestic Princess,Princess Cruises,,2028-03-15,07:00,15:00,,Manual CSV import,,,All aboard time TBC
stavanger,Amera,Phoenix Reisen,,2028-03-25,08:00,18:00,,Manual CSV import,,,All aboard time TBC
stavanger,Iona,P&O Cruises,5200,2028-04-03,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
stavanger,Arvia,P&O Cruises,5200,2028-04-04,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
stavanger,AIDAperla,AIDA,,2028-04-06,10:00,20:00,,Manual CSV import,,,All aboard time TBC
stavanger,Viking Astrea,Viking,,2028-04-07,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
stavanger,Iona,P&O Cruises,5200,2028-04-10,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
stavanger,Iona,P&O Cruises,5200,2028-05-01,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
stavanger,Arvia,P&O Cruises,5200,2028-05-02,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
stavanger,Europa 2,Hapag Lloyd,,2028-05-04,07:00,18:00,,Manual CSV import,,,All aboard time TBC
stavanger,AIDAnova,AIDA,5200,2028-05-04,10:00,,,Manual CSV import,,,Departure time TBC; All aboard time TBC
stavanger,AIDAnova,AIDA,5200,2028-05-04,11:30,,,Manual CSV import,,,Departure time TBC; All aboard time TBC
stavanger,Rotterdam,Holland America Line,2668,2028-05-05,08:00,17:00,,Manual CSV import,,,All aboard time TBC
stavanger,Silver Spirit,Silversea,608,2028-06-01,08:00,17:00,,Manual CSV import,,,All aboard time TBC
stavanger,AIDAnova,AIDA,5200,2028-06-01,10:00,20:00,,Manual CSV import,,,All aboard time TBC
stavanger,Viking Mira,Viking,998,2028-06-01,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
stavanger,Arvia,P&O Cruises,5200,2028-06-02,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
stavanger,Viking Vesta,Viking,,2028-07-02,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
stavanger,Iona,P&O Cruises,5200,2028-07-03,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
stavanger,Celebrity Beyond,Celebrity Cruises,,2028-07-04,08:00,17:00,,Manual CSV import,,,All aboard time TBC
stavanger,AIDAperla,AIDA,,2028-07-06,10:00,20:00,,Manual CSV import,,,All aboard time TBC
stavanger,Silver Spirit,Silversea,608,2028-07-07,07:00,17:00,,Manual CSV import,,,All aboard time TBC
stavanger,AIDAprima,AIDA,3376,2028-07-07,10:30,19:30,,Manual CSV import,,,All aboard time TBC
stavanger,Europa 2,Hapag Lloyd,,2028-07-08,12:00,18:00,,Manual CSV import,,,All aboard time TBC
stavanger,AIDAperla,AIDA,,2028-08-03,10:00,20:00,,Manual CSV import,,,All aboard time TBC
stavanger,Queen Victoria,Cunard Line,,2028-08-06,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
stavanger,Iona,P&O Cruises,5200,2028-08-07,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
stavanger,AIDAprima,AIDA,3376,2028-08-08,10:30,19:30,,Manual CSV import,,,All aboard time TBC
stavanger,MSC Splendida,MSC Cruises,,2028-08-09,10:00,18:00,,Manual CSV import,,,All aboard time TBC
stavanger,AIDAnova,AIDA,5200,2028-08-10,10:00,20:00,,Manual CSV import,,,All aboard time TBC
stavanger,Queen Anne,Cunard Line,,2028-09-01,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
stavanger,Aurora,P&O Cruises,,2028-09-03,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
stavanger,Iona,P&O Cruises,5200,2028-09-04,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
stavanger,AIDAnova,AIDA,5200,2028-09-07,11:00,21:00,,Manual CSV import,,,All aboard time TBC
stavanger,Britannia,P&O Cruises,,2028-09-10,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
stavanger,Iona,P&O Cruises,5200,2028-09-11,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
stavanger,Queen Anne,Cunard Line,,2028-09-12,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
stavanger,AIDAperla,AIDA,,2028-09-14,10:00,20:00,,Manual CSV import,,,All aboard time TBC
stavanger,MSC Preziosa,MSC Cruises,,2028-10-04,08:00,17:00,,Manual CSV import,,,All aboard time TBC
stavanger,AIDAnova,AIDA,5200,2028-10-05,10:00,20:00,,Manual CSV import,,,All aboard time TBC
stavanger,MSC Preziosa,MSC Cruises,,2028-10-11,08:00,18:00,,Manual CSV import,,,All aboard time TBC
stavanger,AIDAperla,AIDA,,2028-10-12,10:00,20:00,,Manual CSV import,,,All aboard time TBC
stavanger,Queen Anne,Cunard Line,,2028-10-13,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
stavanger,AIDAprima,AIDA,3376,2028-10-18,10:00,20:00,,Manual CSV import,,,All aboard time TBC
stavanger,AIDAnova,AIDA,5200,2028-11-02,10:00,20:00,,Manual CSV import,,,All aboard time TBC
stavanger,Nieuw Statendam,Holland America Line,2668,2028-11-22,08:00,17:00,,Manual CSV import,,,All aboard time TBC
stavanger,Queen Victoria,Cunard Line,,2028-11-27,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
