port,ship,cruise_line,passengers,arrival_date,arrival_time,departure_time,all_aboard_time,source,source_url,source_checked,notes
flam,Viking Astrea,Viking,,2028-04-06,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
flam,AIDAnova,AIDA,5200,2028-04-18,08:00,18:00,,Manual CSV import,,,All aboard time TBC
flam,Viking Astrea,Viking,,2028-04-18,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
flam,Ambition,Ambassador Cruise Line,1400,2028-04-26,07:00,18:00,,Manual CSV import,,,All aboard time TBC
flam,Rotterdam,Holland America Line,2668,2028-04-28,06:30,16:00,,Manual CSV import,,,All aboard time TBC
flam,AIDAnova,AIDA,5200,2028-05-02,08:00,,,Manual CSV import,,,Departure time TBC; All aboard time TBC
flam,Ambition,Ambassador Cruise Line,1400,2028-05-06,07:00,17:00,,Manual CSV import,,,All aboard time TBC
flam,AIDAnova,AIDA,5200,2028-05-09,08:00,18:00,,Manual CSV import,,,All aboard time TBC
flam,MSC Euribia,MSC Cruises,4888,2028-05-11,07:00,18:00,,Manual CSV import,,,All aboard time TBC
flam,Silver Nova,Silversea,,2028-05-16,11:30,19:00,,Manual CSV import,,,All aboard time TBC
flam,MSC Euribia,MSC Cruises,4888,2028-06-01,07:00,18:00,,Manual CSV import,,,All aboard time TBC
flam,Silver Nova,Silversea,,2028-06-07,10:00,16:30,,Manual CSV import,,,All aboard time TBC
flam,MSC Euribia,MSC Cruises,4888,2028-06-08,07:00,18:00,,Manual CSV import,,,All aboard time TBC
flam,Rotterdam,Holland America Line,2668,2028-06-09,06:30,16:00,,Manual CSV import,,,All aboard time TBC
flam,AIDAprima,AIDA,3376,2028-06-11,08:00,18:00,,Manual CSV import,,,All aboard time TBC
flam,AIDAprima,AIDA,3376,2028-07-02,08:00,18:00,,Manual CSV import,,,All aboard time TBC
flam,Silver Nova,Silversea,,2028-07-04,07:00,18:00,,Manual CSV import,,,All aboard time TBC
flam,MSC Euribia,MSC Cruises,4888,2028-07-06,07:00,18:00,,Manual CSV import,,,All aboard time TBC
flam,Rotterdam,Holland America Line,2668,2028-07-07,06:30,16:00,,Manual CSV import,,,All aboard time TBC
flam,Iona,P&O Cruises,5200,2028-07-12,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
flam,MSC Euribia,MSC Cruises,4888,2028-07-13,07:00,18:00,,Manual CSV import,,,All aboard time TBC
flam,Ambience,Ambassador Cruise Line,1400,2028-08-02,07:30,19:00,,Manual CSV import,,,All aboard time TBC
flam,MSC Euribia,MSC Cruises,4888,2028-08-03,07:00,18:00,,Manual CSV import,,,All aboard time TBC
flam,Viking Mars,Viking,,2028-08-06,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
flam,AIDAprima,AIDA,3376,2028-08-07,09:00,19:00,,Manual CSV import,,,All aboard time TBC
flam,Iona,P&O Cruises,5200,2028-08-09,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
flam,MSC Euribia,MSC Cruises,4888,2028-08-10,07:00,18:00,,Manual CSV import,,,All aboard time TBC
flam,Rotterdam,Holland America Line,2668,2028-08-11,06:30,16:00,,Manual CSV import,,,All aboard time TBC
flam,MSC Euribia,MSC Cruises,4888,2028-09-07,07:00,18:00,,Manual CSV import,,,All aboard time TBC
flam,AIDAnova,AIDA,5200,2028-09-12,08:00,18:00,,Manual CSV import,,,All aboard time TBC
flam,Ambition,Ambassador Cruise Line,1400,2028-09-13,07:00,19:00,,Manual CSV import,,,All aboard time TBC
flam,MSC Euribia,MSC Cruises,4888,2028-09-14,08:00,18:00,,Manual CSV import,,,All aboard time TBC
flam,AIDAnova,AIDA,5200,2028-09-19,08:00,18:00,,Manual CSV import,,,All aboard time TBC
flam,AIDAnova,AIDA,5200,2028-10-03,08:00,18:00,,Manual CSV import,,,All aboard time TBC
flam,MSC Euribia,MSC Cruises,4888,2028-10-05,07:00,18:00,,Manual CSV import,,,All aboard time TBC
flam,AIDAprima,AIDA,3376,2028-10-16,08:00,18:00,,Manual CSV import,,,All aboard time TBC
flam,AIDAnova,AIDA,5200,2028-10-17,08:00,18:00,,Manual CSV import,,,All aboard time TBC
flam,AIDAnova,AIDA,5200,2028-10-31,08:00,18:00,,Manual CSV import,,,All aboard time TBC
flam,Ambience,Ambassador Cruise Line,1400,2028-11-07,08:00,20:00,,Manual CSV import,,,All aboard time TBC
flam,Ambience,Ambassador Cruise Line,1400,2028-11-13,09:00,20:00,,Manual CSV import,,,All aboard time TBC
