port,ship,cruise_line,passengers,arrival_date,arrival_time,departure_time,all_aboard_time,source,source_url,source_checked,notes
bergen,Viking Libra,Viking,,2027-01-22,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
bergen,Viking Libra,Viking,,2027-02-06,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
bergen,AIDAprima,AIDA,3376,2027-02-08,11:30,20:00,,Manual CSV import,,,All aboard time TBC
bergen,AIDAnova,AIDA,5200,2027-02-15,10:00,20:00,,Manual CSV import,,,All aboard time TBC
bergen,Viking Libra,Viking,,2027-02-15,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
bergen,AIDAprima,AIDA,3376,2027-02-22,11:30,20:00,,Manual CSV import,,,All aboard time TBC
bergen,AIDAnova,AIDA,5200,2027-03-01,10:00,20:00,,Manual CSV import,,,All aboard time TBC
bergen,Viking Libra,Viking,,2027-03-02,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
bergen,AIDAprima,AIDA,3376,2027-03-09,11:30,20:00,,Manual CSV import,,,All aboard time TBC
bergen,Queen Elizabeth,Cunard Line,,2027-03-09,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
bergen,Viking Libra,Viking,,2027-03-11,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
bergen,AIDAnova,AIDA,5200,2027-03-15,10:00,20:00,,Manual CSV import,,,All aboard time TBC
bergen,AIDAprima,AIDA,3376,2027-04-06,11:30,20:00,,Manual CSV import,,,All aboard time TBC
bergen,Bolette,Fred Olsen Cruise Lines,,2027-04-06,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
bergen,AIDAnova,AIDA,5200,2027-04-12,10:00,20:00,,Manual CSV import,,,All aboard time TBC
bergen,Viking Libra,Viking,,2027-04-13,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
bergen,Viking Vela,Viking,998,2027-04-15,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
bergen,Mein Schiff 7,TUI Cruises,,2027-05-01,08:00,17:00,,Manual CSV import,,,All aboard time TBC
bergen,AIDAnova,AIDA,5200,2027-05-03,09:00,17:30,,Manual CSV import,,,All aboard time TBC
bergen,Costa Diadema,Costa Cruises,,2027-05-04,08:00,18:00,,Manual CSV import,,,All aboard time TBC
bergen,AIDAprima,AIDA,3376,2027-05-04,09:00,17:30,,Manual CSV import,,,All aboard time TBC
bergen,Queen Anne,Cunard Line,,2027-05-05,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
bergen,Explora IV,Explora Journeys,,2027-05-06,09:00,18:00,,Manual CSV import,,,All aboard time TBC
bergen,Amadea,Phoenix Reisen,620,2027-06-01,08:00,17:00,,Manual CSV import,,,All aboard time TBC
bergen,AIDAprima,AIDA,3376,2027-06-01,09:00,17:30,,Manual CSV import,,,All aboard time TBC
bergen,Amera,Phoenix Reisen,,2027-06-01,09:00,20:00,,Manual CSV import,,,All aboard time TBC
bergen,Silver Dawn,Silversea,,2027-06-02,08:00,19:00,,Manual CSV import,,,All aboard time TBC
bergen,Celebrity Apex,Celebrity Cruises,2910,2027-06-03,07:00,14:00,,Manual CSV import,,,All aboard time TBC
bergen,Mein Schiff Relax,TUI Cruises,2894,2027-06-04,08:00,17:00,,Manual CSV import,,,All aboard time TBC
bergen,Viking Mira,Viking,998,2027-06-05,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
bergen,AIDAperla,AIDA,,2027-06-07,09:00,17:30,,Manual CSV import,,,All aboard time TBC
bergen,Norwegian Prima,Norwegian Cruise Line,3218,2027-07-01,07:00,17:00,,Manual CSV import,,,All aboard time TBC
bergen,Oceania Marina,Sea London to Copenhagen (147781),1250,2027-07-01,07:00,19:00,,Manual CSV import,,,All aboard time TBC
bergen,Borealis,Fred Olsen Cruise Lines,1400,2027-07-02,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
bergen,Viking Saturn,Viking,998,2027-07-02,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
bergen,AIDAprima,AIDA,3376,2027-07-03,09:00,17:30,,Manual CSV import,,,All aboard time TBC
bergen,AIDAluna,AIDA,2050,2027-07-03,11:00,19:00,,Manual CSV import,,,All aboard time TBC
bergen,Viking Mira,Viking,998,2027-07-03,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
bergen,Disney Wish,Disney Cruise Line,,2027-08-01,13:00,20:30,,Manual CSV import,,,All aboard time TBC
bergen,AIDAperla,AIDA,,2027-08-02,09:00,17:30,,Manual CSV import,,,All aboard time TBC
bergen,Star Explorer,Windstar Cruises,,2027-08-02,09:00,21:00,,Manual CSV import,,,All aboard time TBC
bergen,AIDAprima,AIDA,3376,2027-08-03,09:00,17:30,,Manual CSV import,,,All aboard time TBC
bergen,Viking Libra,Viking,,2027-08-03,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
bergen,Viking Vela,Viking,998,2027-08-03,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
bergen,MSC Magnifica,MSC Cruises,3013,2027-09-01,12:00,20:00,,Manual CSV import,,,All aboard time TBC
bergen,AIDAperla,AIDA,,2027-09-02,09:00,17:30,,Manual CSV import,,,All aboard time TBC
bergen,Rotterdam,Holland America Line,2668,2027-09-03,08:00,17:00,,Manual CSV import,,,All aboard time TBC
bergen,AIDAprima,AIDA,3376,2027-09-04,09:00,17:30,,Manual CSV import,,,All aboard time TBC
bergen,Mein Schiff Relax,TUI Cruises,2894,2027-10-01,08:00,17:00,,Manual CSV import,,,All aboard time TBC
bergen,AIDAprima,AIDA,3376,2027-10-03,09:00,17:30,,Manual CSV import,,,All aboard time TBC
bergen,AIDAnova,AIDA,5200,2027-10-04,09:00,17:30,,Manual CSV import,,,All aboard time TBC
bergen,Mein Schiff Relax,TUI Cruises,2894,2027-10-07,08:00,17:00,,Manual CSV import,,,All aboard time TBC
bergen,MSC Preziosa,MSC Cruises,,2027-10-08,08:00,17:00,,Manual CSV import,,,All aboard time TBC
bergen,AIDAdiva,AIDA,2050,2027-10-12,11:00,21:00,,Manual CSV import,,,All aboard time TBC
bergen,AIDAnova,AIDA,5200,2027-11-01,09:00,17:30,,Manual CSV import,,,All aboard time TBC
bergen,Nieuw Statendam,Holland America Line,2668,2027-11-04,08:00,17:00,,Manual CSV import,,,All aboard time TBC
bergen,AIDAnova,AIDA,5200,2027-11-08,09:00,,,Manual CSV import,,,Departure time TBC; All aboard time TBC
bergen,AIDAnova,AIDA,5200,2027-11-08,10:00,20:00,,Manual CSV import,,,All aboard time TBC
bergen,Spirit Of Discovery,Saga Cruises,999,2027-12-04,08:00,17:00,,Manual CSV import,,,All aboard time TBC
bergen,Ambience,Ambassador Cruise Line,1400,2027-12-06,13:00,20:00,,Manual CSV import,,,All aboard time TBC
bergen,Artania,Phoenix Reisen,1260,2027-12-11,09:00,22:00,,Manual CSV import,,,All aboard time TBC
bergen,Mein Schiff 2,TUI Cruises,,2027-12-19,08:00,17:00,,Manual CSV import,,,All aboard time TBC
bergen,Nieuw Statendam,Holland America Line,2668,2027-12-29,07:00,20:00,,Manual CSV import,,,All aboard time TBC
