port,ship,cruise_line,passengers,arrival_date,arrival_time,departure_time,all_aboard_time,source,source_url,source_checked,notes
olden,Arvia,P&O Cruises,5200,2027-03-31,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
olden,Bolette,Fred Olsen Cruise Lines,,2027-04-05,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
olden,Iona,P&O Cruises,5200,2027-04-06,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
olden,Arvia,P&O Cruises,5200,2027-04-07,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
olden,Iona,P&O Cruises,5200,2027-04-13,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
olden,Arvia,P&O Cruises,5200,2027-04-14,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
olden,Iona,P&O Cruises,5200,2027-04-20,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
olden,Rotterdam,Holland America Line,2668,2027-04-21,08:00,15:00,,Manual CSV import,,,All aboard time TBC
olden,Rotterdam,Holland America Line,2668,2027-04-21,10:00,19:00,,Manual CSV import,,,All aboard time TBC
olden,Balmoral,Fred Olsen Cruise Lines,,2027-05-01,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
olden,Britannia,P&O Cruises,,2027-05-03,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
olden,Iona,P&O Cruises,5200,2027-05-05,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
olden,Arvia,P&O Cruises,5200,2027-05-06,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
olden,Queen Victoria,Cunard Line,,2027-05-07,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
olden,Spirit Of Discovery,Saga Cruises,999,2027-05-08,08:30,17:30,,Manual CSV import,,,All aboard time TBC
olden,AIDAluna,AIDA,2050,2027-05-09,10:00,20:00,,Manual CSV import,,,All aboard time TBC
olden,Borealis,Fred Olsen Cruise Lines,1400,2027-05-09,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
olden,Celebrity Apex,Celebrity Cruises,2910,2027-05-11,07:00,17:00,,Manual CSV import,,,All aboard time TBC
olden,Silver Dawn,Silversea,,2027-06-01,08:00,18:30,,Manual CSV import,,,All aboard time TBC
olden,Iona,P&O Cruises,5200,2027-06-01,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
olden,Celebrity Apex,Celebrity Cruises,2910,2027-06-02,09:00,18:00,,Manual CSV import,,,All aboard time TBC
olden,Arcadia,P&O Cruises,,2027-06-07,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
olden,Iona,P&O Cruises,5200,2027-06-08,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
olden,Zuiderdam,Holland America Line,,2027-06-09,07:00,16:00,,Manual CSV import,,,All aboard time TBC
olden,Regal Princess,Princess Cruises,,2027-06-10,09:00,17:00,,Manual CSV import,,,All aboard time TBC
olden,Celebrity Eclipse,Celebrity Cruises,2850,2027-07-05,08:00,18:00,,Manual CSV import,,,All aboard time TBC
olden,Seven Seas Splendor,Regent Seven Seas,,2027-07-05,08:00,18:00,,Manual CSV import,,,All aboard time TBC
olden,Iona,P&O Cruises,5200,2027-07-06,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
olden,Rotterdam,Holland America Line,2668,2027-07-07,08:00,15:00,,Manual CSV import,,,All aboard time TBC
olden,Ambience,Ambassador Cruise Line,1400,2027-07-07,09:00,18:00,,Manual CSV import,,,All aboard time TBC
olden,Rotterdam,Holland America Line,2668,2027-07-07,10:00,19:00,,Manual CSV import,,,All aboard time TBC
olden,SeaDream I,SeaDream Yacht Club,,2027-07-08,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
olden,Iona,P&O Cruises,5200,2027-07-13,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
olden,Sky Princess,Princess Cruises,,2027-07-14,08:00,16:00,,Manual CSV import,,,All aboard time TBC
olden,Star Explorer,Windstar Cruises,,2027-08-01,10:00,16:00,,Manual CSV import,,,All aboard time TBC
olden,SeaDream I,SeaDream Yacht Club,,2027-08-01,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
olden,Europa,Hapag Lloyd,,2027-08-02,12:00,18:00,,Manual CSV import,,,All aboard time TBC
olden,Queen Mary 2,Cunard Line,,2027-08-02,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
olden,Iona,P&O Cruises,5200,2027-08-03,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
olden,Celebrity Eclipse,Celebrity Cruises,2850,2027-08-04,09:00,19:00,,Manual CSV import,,,All aboard time TBC
olden,Queen Anne,Cunard Line,,2027-08-05,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
olden,Iona,P&O Cruises,5200,2027-08-10,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
olden,MSC Meraviglia,MSC Cruises,,2027-09-01,09:00,16:00,,Manual CSV import,,,All aboard time TBC
olden,Queen Anne,Cunard Line,,2027-09-01,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
olden,Ambience,Ambassador Cruise Line,1400,2027-09-02,08:30,18:00,,Manual CSV import,,,All aboard time TBC
olden,Celebrity Apex,Celebrity Cruises,2910,2027-09-07,07:00,16:00,,Manual CSV import,,,All aboard time TBC
olden,Iona,P&O Cruises,5200,2027-09-08,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
olden,Seven Seas Splendor,Regent Seven Seas,,2027-09-09,08:00,18:00,,Manual CSV import,,,All aboard time TBC
olden,Queen Anne,Cunard Line,,2027-09-09,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
olden,Britannia,P&O Cruises,,2027-09-13,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
olden,Iona,P&O Cruises,5200,2027-09-15,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
olden,Britannia,P&O Cruises,,2027-09-20,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
olden,Aurora,P&O Cruises,,2027-10-15,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
olden,Nieuw Statendam,Holland America Line,2668,2027-11-02,10:00,19:00,,Manual CSV import,,,All aboard time TBC
