port,ship,cruise_line,passengers,arrival_date,arrival_time,departure_time,all_aboard_time,source,source_url,source_checked,notes
trondheim,Queen Mary 2,Cunard Line,,2028-02-18,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
trondheim,Ambience,Ambassador Cruise Line,1400,2028-03-01,14:00,20:00,,Manual CSV import,,,All aboard time TBC
trondheim,Majestic Princess,Princess Cruises,,2028-03-12,08:00,18:00,,Manual CSV import,,,All aboard time TBC
trondheim,Ambition,Ambassador Cruise Line,1400,2028-03-14,08:00,17:00,,Manual CSV import,,,All aboard time TBC
trondheim,Majestic Princess,Princess Cruises,,2028-03-21,08:00,18:00,,Manual CSV import,,,All aboard time TBC
trondheim,Amera,Phoenix Reisen,,2028-03-27,08:00,18:00,,Manual CSV import,,,All aboard time TBC
trondheim,AIDAmar,AIDA,,2028-03-29,08:00,16:00,,Manual CSV import,,,All aboard time TBC
trondheim,AIDAmar,AIDA,,2028-04-11,08:00,16:00,,Manual CSV import,,,All aboard time TBC
trondheim,Amera,Phoenix Reisen,,2028-04-12,08:00,18:00,,Manual CSV import,,,All aboard time TBC
trondheim,Queen Victoria,Cunard Line,,2028-04-20,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
trondheim,MSC Preziosa,MSC Cruises,,2028-05-07,09:00,19:00,,Manual CSV import,,,All aboard time TBC
trondheim,Nieuw Statendam,Holland America Line,2668,2028-05-17,08:00,16:00,,Manual CSV import,,,All aboard time TBC
trondheim,Star Pride,Windstar Cruises,,2028-05-18,09:00,22:00,,Manual CSV import,,,All aboard time TBC
trondheim,Europa 2,Hapag Lloyd,,2028-05-25,12:00,18:00,,Manual CSV import,,,All aboard time TBC
trondheim,Nieuw Statendam,Holland America Line,2668,2028-06-14,08:00,16:00,,Manual CSV import,,,All aboard time TBC
trondheim,Zuiderdam,Holland America Line,,2028-06-14,08:00,17:00,,Manual CSV import,,,All aboard time TBC
trondheim,Sky Princess,Princess Cruises,,2028-06-16,08:00,16:00,,Manual CSV import,,,All aboard time TBC
trondheim,Silver Spirit,Silversea,608,2028-07-03,09:00,19:00,,Manual CSV import,,,All aboard time TBC
trondheim,Europa 2,Hapag Lloyd,,2028-07-06,08:00,18:00,,Manual CSV import,,,All aboard time TBC
trondheim,Azamara Journey,Azamara Cruises,,2028-07-08,13:30,22:00,,Manual CSV import,,,All aboard time TBC
trondheim,Nieuw Statendam,Holland America Line,2668,2028-07-12,08:00,16:00,,Manual CSV import,,,All aboard time TBC
trondheim,Star Explorer,Windstar Cruises,,2028-08-01,09:00,22:00,,Manual CSV import,,,All aboard time TBC
trondheim,Celebrity Beyond,Celebrity Cruises,,2028-08-04,08:00,17:00,,Manual CSV import,,,All aboard time TBC
trondheim,AIDAprima,AIDA,3376,2028-08-04,10:00,20:00,,Manual CSV import,,,All aboard time TBC
trondheim,Crystal Serenity,Crystal Cruises,,2028-08-06,07:00,17:00,,Manual CSV import,,,All aboard time TBC
trondheim,Queen Victoria,Cunard Line,,2028-08-09,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
trondheim,Aurora,P&O Cruises,,2028-08-17,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
trondheim,AIDAprima,AIDA,3376,2028-08-25,10:00,20:00,,Manual CSV import,,,All aboard time TBC
trondheim,MSC Preziosa,MSC Cruises,,2028-09-05,11:00,20:00,,Manual CSV import,,,All aboard time TBC
trondheim,MSC Preziosa,MSC Cruises,,2028-09-24,09:00,19:00,,Manual CSV import,,,All aboard time TBC
trondheim,Ambition,Ambassador Cruise Line,1400,2028-10-03,08:00,17:00,,Manual CSV import,,,All aboard time TBC
trondheim,Queen Anne,Cunard Line,,2028-10-05,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
trondheim,Rotterdam,Holland America Line,2668,2028-10-11,11:00,23:59,,Manual CSV import,,,All aboard time TBC
trondheim,AIDAluna,AIDA,2050,2028-10-12,08:00,17:00,,Manual CSV import,,,All aboard time TBC
trondheim,Nieuw Statendam,Holland America Line,2668,2028-10-17,11:00,23:59,,Manual CSV import,,,All aboard time TBC
trondheim,Nieuw Statendam,Holland America Line,2668,2028-11-14,11:00,23:59,,Manual CSV import,,,All aboard time TBC
