date,ship,arrival,departure,cruiseline
2027-05-09,MSC Preziosa,09:00,19:00,MSC Cruises
2027-05-11,AIDAluna,08:00,16:00,AIDA
2027-05-14,AIDAprima,10:00,20:00,AIDA
2027-05-18,Nieuw Statendam,08:00,16:00,Holland America Line
2027-05-28,Star Pride,09:00,22:00,Windstar Cruises
