date,ship,arrival,departure,cruiseline
2027-03-07,Mein Schiff 3,08:00,23:30,TUI Cruises
2027-03-14,AIDAsol,08:00,18:00,AIDA
2027-03-28,AIDAsol,08:00,18:00,AIDA
