date,ship,arrival,departure,cruiseline
2028-06-01,Rotterdam,07:00,16:00,Holland America Line
2028-06-04,Ambience,09:00,21:00,Ambassador Cruise Line
2028-06-04,Viking Libra,tbc,tbc,Viking
2028-06-06,MSC Euribia,12:00,21:00,MSC Cruises
2028-06-09,Silver Nova,11:30,16:30,Silversea
