date,ship,arrival,departure,cruiseline
2027-08-01,Viking Vela,tbc,tbc,Viking
2027-08-02,Norwegian Prima,10:00,20:30,Norwegian Cruise Line
2027-08-02,SeaDream I,tbc,tbc,SeaDream Yacht Club
2027-08-02,Zuiderdam,08:00,21:00,Holland America Line
2027-08-03,Disney Wish,07:00,16:00,Disney Cruise Line
2027-08-03,Queen Mary 2,tbc,tbc,Cunard Line
