date,ship,arrival,departure,cruiseline
2027-07-01,Mein Schiff Relax,08:00,20:00,TUI Cruises
2027-07-02,Mein Schiff 7,08:00,20:00,TUI Cruises
2027-07-06,AIDAperla,09:30,20:00,AIDA
2027-07-08,AIDAprima,08:00,18:00,AIDA
2027-07-13,Mein Schiff 2,08:00,20:00,TUI Cruises
2027-07-14,Explora IV,08:00,17:00,Explora Journeys
2027-07-14,Regal Princess,09:00,20:00,Princess Cruises
