date,ship,arrival,departure,cruiseline
2027-04-07,AIDAprima,08:00,16:00,AIDA
2027-04-16,Ambition,07:00,18:00,Ambassador Cruise Line
2027-04-17,Viking Vela,tbc,tbc,Viking
2027-04-20,AIDAnova,08:00,18:00,AIDA
2027-04-29,MSC Euribia,07:00,18:00,MSC Cruises
