date,ship,arrival,departure,cruiseline
2028-04-03,Iona,tbc,tbc,P&O Cruises
2028-04-04,Arvia,tbc,tbc,P&O Cruises
2028-04-06,AIDAperla,10:00,20:00,AIDA
2028-04-07,Viking Astrea,tbc,tbc,Viking
2028-04-10,Iona,tbc,tbc,P&O Cruises
