date,ship,arrival,departure,cruiseline
2027-07-02,Viking Libra,tbc,tbc,Viking
2027-07-04,Bolette,tbc,tbc,Fred Olsen Cruise Lines
2027-07-08,Mein Schiff 7,09:30,19:30,TUI Cruises
2027-07-10,Mein Schiff 2,09:30,19:30,TUI Cruises
2027-07-13,Artania,08:00,14:00,Phoenix Reisen
2027-07-14,AIDAluna,09:00,17:00,AIDA
2027-07-14,SeaDream I,tbc,tbc,SeaDream Yacht Club
2027-07-15,Celebrity Apex,08:00,18:00,Celebrity Cruises
2027-07-18,MSC Preziosa,13:00,22:00,MSC Cruises
