date,ship,arrival,departure,cruiseline
2028-09-05,Celebrity Beyond,08:00,17:00,Celebrity Cruises
2028-09-06,MSC Preziosa,10:00,18:00,MSC Cruises
2028-09-12,AIDAperla,09:30,20:00,AIDA
2028-09-14,Ambition,12:00,19:00,Ambassador Cruise Line
