date,ship,arrival,departure,cruiseline
2027-08-03,Europa,12:00,18:00,Hapag Lloyd
2027-08-04,Mein Schiff 3,tbc,tbc,TUI Cruises
2027-08-05,Costa Favolosa,tbc,tbc,Costa Cruises
2027-08-07,AIDAprima,tbc,tbc,AIDA
2027-08-08,Mein Schiff Relax,tbc,tbc,TUI Cruises
2027-08-09,MSC Preziosa,tbc,tbc,MSC Cruises
2027-08-11,AIDAbella,tbc,tbc,AIDA
2027-08-13,Mein Schiff 1,tbc,tbc,TUI Cruises
2027-08-16,Silver Dawn,08:00,17:00,Silversea
