date,ship,arrival,departure,cruiseline
2028-04-06,Aurora,tbc,tbc,P&O Cruises
2028-04-08,AIDAmar,09:00,tbc,AIDA
2028-04-16,Amera,09:00,23:00,Phoenix Reisen
