date,ship,arrival,departure,cruiseline
2028-10-04,MSC Preziosa,08:00,17:00,MSC Cruises
2028-10-05,AIDAnova,10:00,20:00,AIDA
2028-10-11,MSC Preziosa,08:00,18:00,MSC Cruises
2028-10-12,AIDAperla,10:00,20:00,AIDA
2028-10-13,Queen Anne,tbc,tbc,Cunard Line
2028-10-18,AIDAprima,10:00,20:00,AIDA
