date,ship,arrival,departure,cruiseline
2028-03-01,Ambience,14:00,20:00,Ambassador Cruise Line
2028-03-12,Majestic Princess,08:00,18:00,Princess Cruises
2028-03-14,Ambition,08:00,17:00,Ambassador Cruise Line
2028-03-21,Majestic Princess,08:00,18:00,Princess Cruises
2028-03-27,Amera,08:00,18:00,Phoenix Reisen
2028-03-29,AIDAmar,08:00,16:00,AIDA
