date,ship,arrival,departure,cruiseline
2028-06-14,Nieuw Statendam,08:00,16:00,Holland America Line
2028-06-14,Zuiderdam,08:00,17:00,Holland America Line
2028-06-16,Sky Princess,08:00,16:00,Princess Cruises
