date,ship,arrival,departure,cruiseline
2028-11-01,Ambience,10:00,01:00,Ambassador Cruise Line
2028-11-16,Nieuw Statendam,12:00,tbc,Holland America Line
2028-11-22,Queen Victoria,tbc,tbc,Cunard Line
