date,ship,arrival,departure,cruiseline
2027-05-05,AIDAprima,11:00,20:00,AIDA
2027-05-07,Spirit Of Discovery,08:00,17:00,Saga Cruises
2027-05-10,Celebrity Apex,10:00,19:00,Celebrity Cruises
2027-05-12,AIDAprima,11:00,21:00,AIDA
2027-05-19,AIDAnova,07:00,16:00,AIDA
2027-05-24,Costa Diadema,11:30,19:30,Costa Cruises
