date,ship,arrival,departure,cruiseline
2028-05-07,MSC Preziosa,09:00,19:00,MSC Cruises
2028-05-17,Nieuw Statendam,08:00,16:00,Holland America Line
2028-05-18,Star Pride,09:00,22:00,Windstar Cruises
2028-05-25,Europa 2,12:00,18:00,Hapag Lloyd
