date,ship,arrival,departure,cruiseline
2027-07-02,Star Pride,15:00,18:00,Windstar Cruises
2027-07-03,Mein Schiff Relax,19:30,20:30,TUI Cruises
2027-07-05,Costa Diadema,08:30,09:30,Costa Cruises
2027-07-06,MSC Euribia,09:00,09:45,MSC Cruises
2027-07-07,Iona,tbc,tbc,P&O Cruises
2027-07-11,Mein Schiff Relax,20:00,21:00,TUI Cruises
