date,ship,arrival,departure,cruiseline
2027-09-01,Arvia,tbc,tbc,P&O Cruises
2027-09-02,Queen Anne,tbc,tbc,Cunard Line
2027-09-04,Aurora,tbc,tbc,P&O Cruises
2027-09-08,Arvia,tbc,tbc,P&O Cruises
2027-09-10,Rotterdam,08:00,15:00,Holland America Line
2027-09-10,Spirit Of Discovery,08:00,22:00,Saga Cruises
2027-09-21,MSC Meraviglia,09:00,20:00,MSC Cruises
2027-09-24,Borealis,tbc,tbc,Fred Olsen Cruise Lines
