date,ship,arrival,departure,cruiseline
2027-08-01,AIDAluna,23:00,tbc,AIDA
2027-08-02,Mein Schiff 2,13:00,23:00,TUI Cruises
2027-08-06,Europa,19:00,tbc,Hapag Lloyd
2027-08-07,Queen Mary 2,tbc,tbc,Cunard Line
2027-08-08,Viking Mira,tbc,tbc,Viking
2027-08-09,Mein Schiff 3,08:00,18:00,TUI Cruises
2027-08-14,AIDAbella,22:00,tbc,AIDA
