date,ship,arrival,departure,cruiseline
2028-05-01,AIDAnova,09:00,tbc,AIDA
2028-05-03,Europa 2,12:00,22:00,Hapag Lloyd
2028-05-04,Viking Libra,tbc,tbc,Viking
2028-05-04,Zuiderdam,08:00,17:00,Holland America Line
2028-05-05,Ambience,08:00,18:00,Ambassador Cruise Line
2028-05-05,MSC Preziosa,08:00,18:00,MSC Cruises
