date,ship,arrival,departure,cruiseline
2027-09-02,Mein Schiff Relax,tbc,tbc,TUI Cruises
2027-09-06,Celebrity Apex,07:00,16:00,Celebrity Cruises
2027-09-07,MSC Preziosa,tbc,tbc,MSC Cruises
2027-09-08,AIDAprima,tbc,tbc,AIDA
2027-09-18,AIDAprima,tbc,tbc,AIDA
2027-09-25,MSC Preziosa,tbc,tbc,MSC Cruises
2027-09-29,Bolette,tbc,tbc,Fred Olsen Cruise Lines
