date,ship,arrival,departure,cruiseline
2027-06-01,Silver Spirit,12:00,20:00,Silversea
2027-06-02,AIDAbella,tbc,tbc,AIDA
2027-06-05,AIDAprima,tbc,tbc,AIDA
2027-06-09,Mein Schiff Relax,tbc,tbc,TUI Cruises
2027-06-15,AIDAprima,tbc,tbc,AIDA
2027-06-15,Balmoral,tbc,tbc,Fred Olsen Cruise Lines
2027-06-20,Mein Schiff 3,tbc,tbc,TUI Cruises
2027-06-21,Bolette,tbc,tbc,Fred Olsen Cruise Lines
2027-06-21,MSC Preziosa,tbc,tbc,MSC Cruises
