date,ship,arrival,departure,cruiseline
2028-05-02,AIDAperla,08:00,18:00,AIDA
2028-05-03,Caribbean Princess,07:00,17:00,Princess Cruises
2028-05-04,Rotterdam,08:00,17:00,Holland America Line
