date,ship,arrival,departure,cruiseline
2027-04-04,Bolette,tbc,tbc,Fred Olsen Cruise Lines
2027-04-07,Queen Elizabeth,tbc,tbc,Cunard Line
2027-04-13,Britannia,tbc,tbc,P&O Cruises
2027-04-16,Rotterdam,08:00,15:00,Holland America Line
2027-04-28,Arvia,tbc,tbc,P&O Cruises
