date,ship,arrival,departure,cruiseline
2028-07-02,AIDAprima,08:00,18:00,AIDA
2028-07-04,Silver Nova,07:00,18:00,Silversea
2028-07-06,MSC Euribia,07:00,18:00,MSC Cruises
2028-07-07,Rotterdam,06:30,16:00,Holland America Line
2028-07-12,Iona,tbc,tbc,P&O Cruises
2028-07-13,MSC Euribia,07:00,18:00,MSC Cruises
