date,ship,arrival,departure,cruiseline
2028-02-15,Mein Schiff 2,08:00,18:00,TUI Cruises
2028-02-23,Queen Mary 2,tbc,tbc,Cunard Line
2028-02-29,Mein Schiff 2,07:00,15:00,TUI Cruises
