date,ship,arrival,departure,cruiseline
2026-06-01,Queen Anne,tbc,tbc,Cunard Line
2026-06-05,Rotterdam,07:00,15:00,Holland America Line
2026-06-17,Sky Princess,07:00,15:30,Princess Cruises
2026-06-18,Aurora,tbc,tbc,P&O Cruises
2026-06-18,Majestic Princess,08:00,17:00,Princess Cruises
2026-06-24,Star Legend,09:00,16:00,Windstar Cruises
2026-06-29,Europa 2,09:00,16:00,Hapag Lloyd
2026-06-29,Star Pride,08:00,16:00,Windstar Cruises
2026-06-30,Sky Princess,08:00,16:00,Princess Cruises
