date,ship,arrival,departure,cruiseline
2027-02-06,Viking Libra,tbc,tbc,Viking
2027-02-08,AIDAprima,11:30,20:00,AIDA
2027-02-15,AIDAnova,10:00,20:00,AIDA
2027-02-15,Viking Libra,tbc,tbc,Viking
2027-02-22,AIDAprima,11:30,20:00,AIDA
