date,ship,arrival,departure,cruiseline
2028-06-03,AIDAluna,10:00,tbc,AIDA
2028-06-08,AIDAsol,23:00,tbc,AIDA
2028-06-08,Silver Spirit,08:00,18:00,Silversea
2028-06-08,Viking Libra,tbc,tbc,Viking
2028-06-16,Nieuw Statendam,10:00,19:00,Holland America Line
