date,ship,arrival,departure,cruiseline
2027-06-01,AIDAprima,09:00,17:30,AIDA
2027-06-01,Amadea,08:00,17:00,Phoenix Reisen
2027-06-01,Amera,09:00,20:00,Phoenix Reisen
2027-06-02,Silver Dawn,08:00,19:00,Silversea
2027-06-03,Celebrity Apex,07:00,14:00,Celebrity Cruises
2027-06-04,Mein Schiff Relax,08:00,17:00,TUI Cruises
2027-06-05,Viking Mira,tbc,tbc,Viking
2027-06-07,AIDAperla,09:00,17:30,AIDA
