date,ship,arrival,departure,cruiseline
2027-10-06,Rotterdam,11:00,23:59,Holland America Line
2027-10-15,Queen Anne,tbc,tbc,Cunard Line
2027-10-19,Majestic Princess,12:00,20:00,Princess Cruises
2027-10-20,AIDAbella,10:00,18:00,AIDA
2027-10-20,Nieuw Statendam,08:00,23:59,Holland America Line
