date,ship,arrival,departure,cruiseline
2028-05-10,MSC Preziosa,14:00,21:00,MSC Cruises
2028-05-18,AIDAsol,10:00,19:00,AIDA
2028-05-20,Nieuw Statendam,09:00,18:00,Holland America Line
2028-05-29,Europa 2,13:00,19:00,Hapag Lloyd
