date,ship,arrival,departure,cruiseline
2027-08-02,Viking Vela,tbc,tbc,Viking
2027-08-03,Ambience,07:00,20:00,Ambassador Cruise Line
2027-08-04,Norwegian Prima,11:00,20:00,Norwegian Cruise Line
2027-08-05,MSC Euribia,07:00,18:00,MSC Cruises
2027-08-09,AIDAprima,09:00,19:00,AIDA
2027-08-10,Costa Favolosa,08:00,23:59,Costa Cruises
2027-08-11,Iona,tbc,tbc,P&O Cruises
2027-08-12,MSC Euribia,07:00,18:00,MSC Cruises
