date,ship,arrival,departure,cruiseline
2027-06-01,MSC Euribia,09:00,09:45,MSC Cruises
2027-06-04,Mein Schiff 1,19:30,20:30,TUI Cruises
2027-06-07,Costa Diadema,08:30,09:30,Costa Cruises
2027-06-08,MSC Euribia,09:00,09:45,MSC Cruises
2027-06-09,Iona,tbc,tbc,P&O Cruises
2027-06-10,Artania,07:00,09:00,Phoenix Reisen
2027-06-14,Costa Diadema,08:30,09:30,Costa Cruises
