date,ship,arrival,departure,cruiseline
2027-05-11,MSC Preziosa,13:00,tbc,MSC Cruises
2027-05-20,Nieuw Statendam,10:00,19:00,Holland America Line
2027-05-23,Balmoral,tbc,tbc,Fred Olsen Cruise Lines
2027-05-28,Silver Spirit,08:00,18:00,Silversea
