date,ship,arrival,departure,cruiseline
2027-02-18,Mein Schiff 3,18:00,tbc,TUI Cruises
2027-02-22,Viking Libra,tbc,tbc,Viking
2027-02-28,Bolette,tbc,tbc,Fred Olsen Cruise Lines
