date,ship,arrival,departure,cruiseline
2028-05-09,MSC Preziosa,13:00,tbc,MSC Cruises
2028-05-19,AIDAsol,09:00,tbc,AIDA
2028-05-19,Nieuw Statendam,10:00,19:00,Holland America Line
2028-05-28,Europa 2,18:00,23:00,Hapag Lloyd
2028-05-31,MSC Preziosa,13:00,tbc,MSC Cruises
