date,ship,arrival,departure,cruiseline
2028-07-05,Sky Princess,09:00,18:00,Princess Cruises
2028-07-06,Queen Anne,tbc,tbc,Cunard Line
2028-07-10,Caribbean Princess,09:00,18:00,Princess Cruises
