date,ship,arrival,departure,cruiseline
2028-06-01,MSC Euribia,07:00,18:00,MSC Cruises
2028-06-07,Silver Nova,10:00,16:30,Silversea
2028-06-08,MSC Euribia,07:00,18:00,MSC Cruises
2028-06-09,Rotterdam,06:30,16:00,Holland America Line
2028-06-11,AIDAprima,08:00,18:00,AIDA
