date,ship,arrival,departure,cruiseline
2028-06-01,MSC Preziosa,14:00,21:00,MSC Cruises
2028-06-02,AIDAluna,10:00,19:00,AIDA
2028-06-07,Viking Libra,tbc,tbc,Viking
2028-06-10,AIDAsol,09:00,18:00,AIDA
2028-06-16,AIDAluna,10:00,19:00,AIDA
2028-06-17,Nieuw Statendam,09:00,18:00,Holland America Line
