date,ship,arrival,departure,cruiseline
2028-05-01,Zuiderdam,08:00,17:00,Holland America Line
2028-05-04,Ambience,13:00,20:00,Ambassador Cruise Line
2028-05-07,Viking Libra,tbc,tbc,Viking
2028-05-10,Rotterdam,08:00,17:00,Holland America Line
2028-05-11,AIDAdiva,09:00,17:00,AIDA
