date,ship,arrival,departure,cruiseline
2027-06-01,Queen Mary 2,tbc,tbc,Cunard Line
2027-06-04,Rotterdam,08:00,15:00,Holland America Line
2027-06-04,Rotterdam,10:00,19:00,Holland America Line
2027-06-08,MSC Meraviglia,14:00,20:00,MSC Cruises
2027-06-09,Regal Princess,09:00,17:00,Princess Cruises
