date,ship,arrival,departure,cruiseline
2028-07-01,Crystal Serenity,08:00,23:59,Crystal Cruises
2028-07-02,Europa 2,16:00,22:00,Hapag Lloyd
2028-07-02,Viking Mira,tbc,tbc,Viking
2028-07-03,AIDAluna,08:00,17:30,AIDA
2028-07-04,Azamara Journey,14:00,20:00,Azamara Cruises
