date,ship,arrival,departure,cruiseline
2027-03-02,AIDAnova,08:00,18:00,AIDA
2027-03-10,Queen Elizabeth,tbc,tbc,Cunard Line
2027-03-11,AIDAprima,09:00,18:00,AIDA
2027-03-16,AIDAnova,08:00,18:00,AIDA
