date,ship,arrival,departure,cruiseline
2028-02-02,AIDAnova,08:00,18:00,AIDA
2028-02-09,AIDAperla,09:00,21:30,AIDA
2028-02-16,AIDAnova,08:00,18:00,AIDA
2028-02-17,Ventura,tbc,tbc,P&O Cruises
