date,ship,arrival,departure,cruiseline
2028-06-03,MSC Preziosa,10:00,17:00,MSC Cruises
2028-06-03,Silver Spirit,09:00,19:00,Silversea
2028-06-05,Ambience,08:00,18:00,Ambassador Cruise Line
2028-06-06,AIDAperla,11:00,20:00,AIDA
2028-06-06,AIDAperla,11:00,tbc,AIDA
2028-06-07,MSC Euribia,07:00,17:00,MSC Cruises
2028-06-08,Zuiderdam,07:00,15:00,Holland America Line
