date,ship,arrival,departure,cruiseline
2027-10-08,Rotterdam,10:00,tbc,Holland America Line
2027-10-13,Norwegian Star,09:00,23:59,Norwegian Cruise Line
2027-10-15,AIDAbella,11:30,tbc,AIDA
2027-10-17,Queen Anne,tbc,tbc,Cunard Line
2027-10-21,Ambition,10:00,21:00,Ambassador Cruise Line
2027-10-21,Majestic Princess,09:00,18:00,Princess Cruises
2027-10-22,Nieuw Statendam,10:00,tbc,Holland America Line
