date,ship,arrival,departure,cruiseline
2027-11-03,Queen Mary 2,tbc,tbc,Cunard Line
2027-11-10,Nieuw Statendam,08:00,23:59,Holland America Line
2027-11-12,Queen Victoria,tbc,tbc,Cunard Line
