date,ship,arrival,departure,cruiseline
2027-10-05,AIDAbella,08:00,18:00,AIDA
2027-10-06,MSC Preziosa,08:00,18:00,MSC Cruises
2027-10-09,Mein Schiff Relax,08:00,18:00,TUI Cruises
2027-10-11,AIDAdiva,07:00,17:00,AIDA
2027-10-12,AIDAnova,09:00,19:00,AIDA
