date,ship,arrival,departure,cruiseline
2027-12-04,Spirit Of Discovery,08:00,17:00,Saga Cruises
2027-12-06,Ambience,13:00,20:00,Ambassador Cruise Line
2027-12-11,Artania,09:00,22:00,Phoenix Reisen
2027-12-19,Mein Schiff 2,08:00,17:00,TUI Cruises
2027-12-29,Nieuw Statendam,07:00,20:00,Holland America Line
