date,ship,arrival,departure,cruiseline
2028-11-01,AIDAnova,09:00,17:00,AIDA
2028-11-13,Nieuw Statendam,10:00,21:00,Holland America Line
2028-11-20,Queen Victoria,tbc,tbc,Cunard Line
