date,ship,arrival,departure,cruiseline
2028-05-02,Britannia,tbc,tbc,P&O Cruises
2028-05-11,AIDAbella,07:00,17:00,AIDA
2028-05-11,Zuiderdam,08:00,15:00,Holland America Line
2028-05-16,Zuiderdam,08:00,16:00,Holland America Line
2028-05-16,Zuiderdam,08:00,15:00,Holland America Line
2028-05-23,Sky Princess,08:00,17:00,Princess Cruises
