date,ship,arrival,departure,cruiseline
2028-10-04,Queen Anne,tbc,tbc,Cunard Line
2028-10-11,AIDAluna,tbc,tbc,AIDA
2028-10-18,Rotterdam,tbc,tbc,Holland America Line
2028-10-24,Nieuw Statendam,tbc,tbc,Holland America Line
