date,ship,arrival,departure,cruiseline
2026-06-02,Spirit Of Adventure,12:00,20:00,Saga Cruises
2026-06-06,Costa Favolosa,07:30,16:30,Costa Cruises
2026-06-07,Artania,08:00,18:00,Phoenix Reisen
2026-06-10,AIDAperla,08:00,18:00,AIDA
2026-06-15,Artania,08:00,18:00,Phoenix Reisen
2026-06-15,Costa Favolosa,09:00,19:00,Costa Cruises
2026-06-18,Mein Schiff 3,07:00,19:00,TUI Cruises
2026-06-24,AIDAperla,11:00,21:00,AIDA
