date,ship,arrival,departure,cruiseline
2028-11-02,AIDAnova,10:00,20:00,AIDA
2028-11-22,Nieuw Statendam,08:00,17:00,Holland America Line
2028-11-27,Queen Victoria,tbc,tbc,Cunard Line
